期号,百位,十位,个位,和值,跨度,重复数字
6327,1 ,3 ,8 ,12,7,0
6328,6 ,6 ,4 ,16,2,1
6329,6 ,0 ,8 ,14,8,0
6330,6 ,9 ,1 ,16,8,0
6331,6 ,8 ,2 ,16,6,0
6332,5 ,7 ,5 ,17,2,1
6333,8 ,1 ,2 ,11,7,0
6334,6 ,1 ,5 ,12,5,0
6335,6 ,7 ,0 ,13,7,0
6336,2 ,6 ,2 ,10,4,1
6337,7 ,1 ,9 ,17,8,0
6338,5 ,7 ,5 ,17,2,1
6339,0 ,5 ,0 ,5,5,1
6340,8 ,3 ,1 ,12,7,0
6341,2 ,8 ,1 ,11,7,0
6342,5 ,7 ,5 ,17,2,1
6343,2 ,6 ,3 ,11,4,0
6344,0 ,1 ,8 ,9,8,0
6345,0 ,1 ,0 ,1,1,1
6346,1 ,0 ,3 ,4,3,0
6347,9 ,8 ,9 ,26,1,1
6348,9 ,9 ,7 ,25,2,1
6349,5 ,9 ,1 ,15,8,0
6350,1 ,0 ,3 ,4,3,0
6351,9 ,4 ,9 ,22,5,1
6352,9 ,8 ,7 ,24,2,0
6353,9 ,9 ,9 ,27,0,1
6354,9 ,8 ,5 ,22,4,0
6355,8 ,9 ,8 ,25,1,1
6356,3 ,7 ,3 ,13,4,1
6357,4 ,1 ,7 ,12,6,0
6358,4 ,7 ,8 ,19,4,0
6359,6 ,9 ,5 ,20,4,0
6360,0 ,0 ,7 ,7,7,1
6361,1 ,3 ,4 ,8,3,0
6362,4 ,9 ,3 ,16,6,0
6363,4 ,9 ,7 ,20,5,0
6364,8 ,7 ,3 ,18,5,0
6365,0 ,4 ,6 ,10,6,0
6366,8 ,4 ,2 ,14,6,0
6367,2 ,6 ,6 ,14,4,1
6368,0 ,6 ,1 ,7,6,0
6369,9 ,8 ,0 ,17,9,0
6370,8 ,5 ,8 ,21,3,1
6371,4 ,4 ,4 ,12,0,1
6372,5 ,6 ,2 ,13,4,0
6373,0 ,5 ,9 ,14,9,0
6374,2 ,9 ,3 ,14,7,0
6375,7 ,1 ,5 ,13,6,0
6376,7 ,5 ,8 ,20,3,0
6377,3 ,6 ,2 ,11,4,0
6378,3 ,2 ,8 ,13,6,0
6379,8 ,8 ,2 ,18,6,1
6380,0 ,6 ,8 ,14,8,0
6381,6 ,6 ,3 ,15,3,1
6382,6 ,1 ,2 ,9,5,0
6383,8 ,7 ,7 ,22,1,1
6384,3 ,4 ,5 ,12,2,0
6385,9 ,5 ,6 ,20,4,0
6386,3 ,3 ,5 ,11,2,1
6387,3 ,2 ,8 ,13,6,0
6388,9 ,3 ,6 ,18,6,0
6389,1 ,0 ,9 ,10,9,0
6390,4 ,2 ,6 ,12,4,0
6391,9 ,0 ,9 ,18,9,1
6392,4 ,6 ,5 ,15,2,0
6393,4 ,3 ,9 ,16,6,0
6394,1 ,5 ,3 ,9,4,0
6395,0 ,3 ,6 ,9,6,0
6396,6 ,7 ,2 ,15,5,0
6397,3 ,4 ,1 ,8,3,0
6398,7 ,6 ,5 ,18,2,0
6399,2 ,4 ,8 ,14,6,0
6400,0 ,3 ,1 ,4,3,0
6401,0 ,4 ,8 ,12,8,0
6402,5 ,9 ,4 ,18,5,0
6403,9 ,8 ,3 ,20,6,0
6404,8 ,8 ,5 ,21,3,1
6405,5 ,4 ,8 ,17,4,0
6406,2 ,3 ,2 ,7,1,1
6407,3 ,3 ,3 ,9,0,1
6408,5 ,8 ,8 ,21,3,1
6409,8 ,5 ,3 ,16,5,0
6410,0 ,4 ,4 ,8,4,1
6411,1 ,7 ,0 ,8,7,0
6412,4 ,3 ,2 ,9,2,0
6413,7 ,9 ,8 ,24,2,0
6414,5 ,4 ,5 ,14,1,1
6415,2 ,4 ,2 ,8,2,1
6416,1 ,2 ,5 ,8,4,0
6417,0 ,4 ,7 ,11,7,0
6418,2 ,6 ,5 ,13,4,0
6419,8 ,8 ,3 ,19,5,1
6420,7 ,7 ,6 ,20,1,1
6421,5 ,3 ,6 ,14,3,0
6422,0 ,0 ,0 ,0,0,1
6423,6 ,7 ,7 ,20,1,1
6424,6 ,6 ,5 ,17,1,1
6425,9 ,5 ,9 ,23,4,1
6426,9 ,1 ,4 ,14,8,0
6427,6 ,0 ,2 ,8,6,0
6428,0 ,5 ,1 ,6,5,0
6429,8 ,0 ,2 ,10,8,0
6430,7 ,8 ,9 ,24,2,0
6431,5 ,3 ,8 ,16,5,0
6432,7 ,0 ,4 ,11,7,0
6433,5 ,1 ,1 ,7,4,1
6434,4 ,7 ,2 ,13,5,0
6435,3 ,4 ,8 ,15,5,0
6436,8 ,2 ,2 ,12,6,1
6437,8 ,7 ,8 ,23,1,1
6438,2 ,9 ,0 ,11,9,0
6439,8 ,5 ,2 ,15,6,0
6440,0 ,8 ,7 ,15,8,0
6441,3 ,3 ,7 ,13,4,1
6442,0 ,0 ,4 ,4,4,1
6443,8 ,0 ,7 ,15,8,0
6444,8 ,0 ,4 ,12,8,0
6445,2 ,9 ,6 ,17,7,0
6446,4 ,9 ,6 ,19,5,0
6447,6 ,0 ,2 ,8,6,0
6448,5 ,7 ,4 ,16,3,0
6449,3 ,8 ,9 ,20,6,0
6450,3 ,9 ,7 ,19,6,0
6451,7 ,0 ,5 ,12,7,0
6452,4 ,4 ,7 ,15,3,1
6453,1 ,3 ,7 ,11,6,0
6454,5 ,8 ,6 ,19,3,0
6455,2 ,5 ,1 ,8,4,0
6456,4 ,3 ,4 ,11,1,1
6457,6 ,2 ,3 ,11,4,0
6458,0 ,4 ,9 ,13,9,0
6459,2 ,9 ,6 ,17,7,0
6460,9 ,0 ,1 ,10,9,0
6461,4 ,8 ,5 ,17,4,0
6462,5 ,1 ,1 ,7,4,1
6463,8 ,2 ,7 ,17,6,0
6464,1 ,4 ,3 ,8,3,0
6465,8 ,8 ,5 ,21,3,1
6466,2 ,3 ,1 ,6,2,0
6467,2 ,6 ,5 ,13,4,0
6468,0 ,4 ,2 ,6,4,0
6469,0 ,3 ,7 ,10,7,0
6470,8 ,1 ,8 ,17,7,1
6471,7 ,9 ,4 ,20,5,0
6472,1 ,1 ,6 ,8,5,1
6473,5 ,3 ,1 ,9,4,0
6474,7 ,7 ,6 ,20,1,1
6475,7 ,4 ,0 ,11,7,0
6476,6 ,8 ,3 ,17,5,0
6477,3 ,9 ,2 ,14,7,0
6478,4 ,7 ,2 ,13,5,0
6479,9 ,0 ,0 ,9,9,1
6480,8 ,7 ,9 ,24,2,0
6481,0 ,3 ,4 ,7,4,0
6482,5 ,6 ,7 ,18,2,0
6483,2 ,2 ,7 ,11,5,1
6484,2 ,3 ,4 ,9,2,0
6485,8 ,2 ,2 ,12,6,1
6486,8 ,7 ,4 ,19,4,0
6487,9 ,9 ,7 ,25,2,1
6488,2 ,9 ,7 ,18,7,0
6489,3 ,1 ,4 ,8,3,0
6490,2 ,2 ,1 ,5,1,1
6491,5 ,0 ,3 ,8,5,0
6492,4 ,3 ,0 ,7,4,0
6493,9 ,7 ,8 ,24,2,0
6494,4 ,6 ,8 ,18,4,0
6495,4 ,6 ,2 ,12,4,0
6496,8 ,8 ,0 ,16,8,1
6497,9 ,0 ,2 ,11,9,0
6498,9 ,4 ,8 ,21,5,0
6499,8 ,2 ,8 ,18,6,1
6500,5 ,3 ,5 ,13,2,1
6501,9 ,0 ,2 ,11,9,0
6502,6 ,6 ,3 ,15,3,1
6503,8 ,5 ,3 ,16,5,0
6504,2 ,9 ,4 ,15,7,0
6505,2 ,1 ,9 ,12,8,0
6506,9 ,4 ,2 ,15,7,0
6507,1 ,5 ,3 ,9,4,0
6508,2 ,6 ,0 ,8,6,0
6509,8 ,3 ,5 ,16,5,0
6510,0 ,5 ,9 ,14,9,0
6511,9 ,2 ,1 ,12,8,0
6512,6 ,8 ,5 ,19,3,0
6513,0 ,7 ,9 ,16,9,0
6514,2 ,7 ,6 ,15,5,0
6515,0 ,8 ,2 ,10,8,0
6516,0 ,2 ,0 ,2,2,1
6517,5 ,9 ,7 ,21,4,0
6518,5 ,7 ,0 ,12,7,0
6519,6 ,6 ,2 ,14,4,1
6520,1 ,4 ,8 ,13,7,0
6521,1 ,9 ,1 ,11,8,1
6522,4 ,4 ,0 ,8,4,1
6523,6 ,1 ,2 ,9,5,0
6524,3 ,3 ,6 ,12,3,1
6525,5 ,1 ,6 ,12,5,0
6526,1 ,1 ,4 ,6,3,1
6527,7 ,4 ,6 ,17,3,0
6528,5 ,7 ,7 ,19,2,1
6529,5 ,7 ,5 ,17,2,1
6530,0 ,8 ,8 ,16,8,1
6531,4 ,9 ,7 ,20,5,0
6532,1 ,2 ,4 ,7,3,0
6533,9 ,1 ,1 ,11,8,1
6534,7 ,4 ,0 ,11,7,0
6535,6 ,6 ,6 ,18,0,1
6536,8 ,4 ,0 ,12,8,0
6537,2 ,9 ,2 ,13,7,1
6538,6 ,8 ,1 ,15,7,0
6539,6 ,6 ,8 ,20,2,1
6540,2 ,9 ,8 ,19,7,0
6541,7 ,8 ,6 ,21,2,0
6542,8 ,7 ,2 ,17,6,0
6543,3 ,9 ,7 ,19,6,0
6544,1 ,9 ,8 ,18,8,0
6545,9 ,6 ,4 ,19,5,0
6546,8 ,5 ,6 ,19,3,0
6547,1 ,5 ,5 ,11,4,1
6548,8 ,1 ,8 ,17,7,1
6549,4 ,5 ,0 ,9,5,0
6550,2 ,2 ,0 ,4,2,1
6551,5 ,0 ,3 ,8,5,0
6552,5 ,2 ,4 ,11,3,0
6553,7 ,3 ,7 ,17,4,1
6554,0 ,3 ,6 ,9,6,0
6555,0 ,0 ,8 ,8,8,1
6556,7 ,2 ,1 ,10,6,0
6557,2 ,9 ,7 ,18,7,0
6558,1 ,2 ,5 ,8,4,0
6559,1 ,0 ,9 ,10,9,0
6560,8 ,7 ,0 ,15,8,0
6561,3 ,8 ,4 ,15,5,0
6562,0 ,1 ,5 ,6,5,0
6563,1 ,8 ,5 ,14,7,0
6564,7 ,4 ,9 ,20,5,0
6565,9 ,1 ,5 ,15,8,0
6566,8 ,8 ,5 ,21,3,1
6567,8 ,6 ,8 ,22,2,1
6568,3 ,6 ,0 ,9,6,0
6569,4 ,5 ,5 ,14,1,1
6570,0 ,5 ,3 ,8,5,0
6571,6 ,4 ,9 ,19,5,0
6572,2 ,7 ,6 ,15,5,0
6573,8 ,8 ,4 ,20,4,1
6574,5 ,6 ,9 ,20,4,0
6575,7 ,4 ,6 ,17,3,0
6576,9 ,9 ,4 ,22,5,1
6577,0 ,2 ,0 ,2,2,1
6578,9 ,5 ,0 ,14,9,0
6579,4 ,8 ,1 ,13,7,0
6580,8 ,0 ,5 ,13,8,0
6581,8 ,9 ,9 ,26,1,1
6582,0 ,8 ,6 ,14,8,0
6583,8 ,6 ,9 ,23,3,0
6584,1 ,0 ,9 ,10,9,0
6585,5 ,3 ,5 ,13,2,1
6586,0 ,8 ,6 ,14,8,0
6587,9 ,8 ,1 ,18,8,0
6588,3 ,9 ,1 ,13,8,0
6589,6 ,1 ,2 ,9,5,0
6590,7 ,8 ,8 ,23,1,1
6591,7 ,0 ,4 ,11,7,0
6592,9 ,1 ,6 ,16,8,0
6593,8 ,8 ,6 ,22,2,1
6594,9 ,9 ,3 ,21,6,1
6595,1 ,1 ,2 ,4,1,1
6596,2 ,0 ,0 ,2,2,1
6597,3 ,2 ,0 ,5,3,0
6598,9 ,1 ,5 ,15,8,0
6599,5 ,9 ,3 ,17,6,0
6600,6 ,8 ,8 ,22,2,1
6601,8 ,1 ,0 ,9,8,0
6602,8 ,0 ,4 ,12,8,0
6603,7 ,6 ,9 ,22,3,0
6604,9 ,1 ,0 ,10,9,0
6605,8 ,0 ,8 ,16,8,1
6606,6 ,4 ,1 ,11,5,0
6607,2 ,1 ,5 ,8,4,0
6608,9 ,6 ,5 ,20,4,0
6609,9 ,4 ,2 ,15,7,0
6610,7 ,1 ,0 ,8,7,0
6611,7 ,6 ,9 ,22,3,0
6612,9 ,0 ,9 ,18,9,1
6613,6 ,8 ,7 ,21,2,0
6614,3 ,0 ,4 ,7,4,0
6615,9 ,3 ,3 ,15,6,1
6616,1 ,3 ,7 ,11,6,0
6617,2 ,0 ,5 ,7,5,0
6618,6 ,6 ,0 ,12,6,1
6619,6 ,4 ,4 ,14,2,1
6620,2 ,2 ,7 ,11,5,1
6621,8 ,4 ,5 ,17,4,0
6622,5 ,4 ,9 ,18,5,0
6623,0 ,1 ,1 ,2,1,1
6624,1 ,6 ,3 ,10,5,0
6625,9 ,0 ,3 ,12,9,0
6626,6 ,1 ,2 ,9,5,0
6627,4 ,6 ,5 ,15,2,0
6628,6 ,2 ,5 ,13,4,0
6629,7 ,3 ,3 ,13,4,1
6630,6 ,4 ,1 ,11,5,0
6631,7 ,0 ,8 ,15,8,0
6632,9 ,3 ,3 ,15,6,1
6633,9 ,4 ,1 ,14,8,0
6634,2 ,4 ,3 ,9,2,0
6635,4 ,7 ,1 ,12,6,0
6636,7 ,8 ,4 ,19,4,0
6637,8 ,3 ,2 ,13,6,0
6638,5 ,6 ,7 ,18,2,0
6639,6 ,0 ,2 ,8,6,0
6640,9 ,4 ,2 ,15,7,0
6641,4 ,8 ,2 ,14,6,0
6642,1 ,0 ,0 ,1,1,1
6643,1 ,2 ,6 ,9,5,0
6644,9 ,9 ,3 ,21,6,1
6645,9 ,6 ,0 ,15,9,0
6646,2 ,3 ,4 ,9,2,0
6647,2 ,0 ,2 ,4,2,1
6648,3 ,7 ,7 ,17,4,1
6649,4 ,9 ,6 ,19,5,0
6650,2 ,4 ,1 ,7,3,0
6651,4 ,1 ,8 ,13,7,0
6652,0 ,2 ,7 ,9,7,0
6653,6 ,5 ,1 ,12,5,0
6654,1 ,1 ,4 ,6,3,1
6655,3 ,8 ,5 ,16,5,0
6656,6 ,7 ,9 ,22,3,0
6657,8 ,5 ,3 ,16,5,0
6658,2 ,8 ,5 ,15,6,0
6659,9 ,7 ,3 ,19,6,0
6660,9 ,8 ,8 ,25,1,1
6661,6 ,3 ,8 ,17,5,0
6662,4 ,2 ,1 ,7,3,0
6663,7 ,5 ,8 ,20,3,0
6664,0 ,9 ,7 ,16,9,0
6665,8 ,3 ,0 ,11,8,0
6666,3 ,5 ,6 ,14,3,0
6667,0 ,5 ,3 ,8,5,0
6668,1 ,2 ,1 ,4,1,1
6669,6 ,3 ,9 ,18,6,0
6670,8 ,6 ,7 ,21,2,0
6671,2 ,8 ,1 ,11,7,0
6672,4 ,7 ,2 ,13,5,0
6673,6 ,7 ,1 ,14,6,0
6674,3 ,4 ,1 ,8,3,0
6675,1 ,3 ,6 ,10,5,0
6676,3 ,9 ,6 ,18,6,0
6677,3 ,3 ,4 ,10,1,1
6678,5 ,4 ,7 ,16,3,0
6679,5 ,7 ,5 ,17,2,1
6680,1 ,1 ,2 ,4,1,1
6681,7 ,0 ,8 ,15,8,0
6682,2 ,5 ,8 ,15,6,0
6683,4 ,3 ,3 ,10,1,1
6684,0 ,9 ,3 ,12,9,0
6685,4 ,8 ,6 ,18,4,0
6686,4 ,2 ,8 ,14,6,0
6687,8 ,2 ,2 ,12,6,1
6688,7 ,0 ,4 ,11,7,0
6689,8 ,6 ,3 ,17,5,0
6690,8 ,8 ,2 ,18,6,1
6691,9 ,7 ,4 ,20,5,0
6692,7 ,5 ,5 ,17,2,1
6693,6 ,6 ,9 ,21,3,1
6694,1 ,0 ,6 ,7,6,0
6695,8 ,4 ,4 ,16,4,1
6696,8 ,9 ,4 ,21,5,0
6697,0 ,2 ,4 ,6,4,0
6698,2 ,4 ,0 ,6,4,0
6699,8 ,2 ,0 ,10,8,0
6700,1 ,4 ,2 ,7,3,0
6701,7 ,0 ,6 ,13,7,0
6702,0 ,0 ,7 ,7,7,1
6703,4 ,7 ,1 ,12,6,0
6704,7 ,4 ,6 ,17,3,0
6705,8 ,2 ,7 ,17,6,0
6706,5 ,8 ,5 ,18,3,1
6707,0 ,8 ,7 ,15,8,0
6708,3 ,9 ,1 ,13,8,0
6709,3 ,6 ,9 ,18,6,0
6710,5 ,5 ,0 ,10,5,1
6711,6 ,4 ,7 ,17,3,0
6712,0 ,6 ,8 ,14,8,0
6713,8 ,9 ,1 ,18,8,0
6714,0 ,7 ,7 ,14,7,1
6715,7 ,2 ,7 ,16,5,1
6716,1 ,0 ,2 ,3,2,0
6717,0 ,2 ,1 ,3,2,0
6718,2 ,3 ,3 ,8,1,1
6719,2 ,0 ,0 ,2,2,1
6720,1 ,1 ,4 ,6,3,1
6721,5 ,1 ,1 ,7,4,1
6722,9 ,8 ,4 ,21,5,0
6723,5 ,0 ,2 ,7,5,0
6724,8 ,7 ,5 ,20,3,0
6725,6 ,2 ,8 ,16,6,0
6726,4 ,6 ,2 ,12,4,0
6727,9 ,5 ,6 ,20,4,0
6728,0 ,8 ,6 ,14,8,0
6729,4 ,1 ,8 ,13,7,0
6730,7 ,5 ,3 ,15,4,0
6731,9 ,4 ,1 ,14,8,0
6732,5 ,6 ,6 ,17,1,1
6733,4 ,6 ,0 ,10,6,0
6734,7 ,0 ,2 ,9,7,0
6735,8 ,9 ,8 ,25,1,1
6736,0 ,4 ,2 ,6,4,0
6737,6 ,2 ,4 ,12,4,0
6738,9 ,6 ,4 ,19,5,0
6739,2 ,9 ,9 ,20,7,1
6740,4 ,7 ,1 ,12,6,0
6741,3 ,9 ,7 ,19,6,0
6742,4 ,6 ,3 ,13,3,0
6743,6 ,5 ,8 ,19,3,0
6744,5 ,0 ,6 ,11,6,0
6745,1 ,0 ,8 ,9,8,0
6746,7 ,8 ,9 ,24,2,0
6747,1 ,1 ,5 ,7,4,1
6748,5 ,3 ,6 ,14,3,0
6749,6 ,1 ,1 ,8,5,1
6750,5 ,7 ,4 ,16,3,0
6751,3 ,4 ,4 ,11,1,1
6752,5 ,3 ,8 ,16,5,0
6753,1 ,7 ,7 ,15,6,1
6754,6 ,6 ,7 ,19,1,1
6755,1 ,1 ,3 ,5,2,1
6756,9 ,8 ,1 ,18,8,0
6757,8 ,3 ,9 ,20,6,0
6758,7 ,3 ,3 ,13,4,1
6759,2 ,9 ,0 ,11,9,0
6760,3 ,8 ,2 ,13,6,0
6761,6 ,2 ,6 ,14,4,1
6762,2 ,3 ,3 ,8,1,1
6763,0 ,2 ,6 ,8,6,0
6764,9 ,0 ,6 ,15,9,0
6765,2 ,4 ,4 ,10,2,1
6766,2 ,4 ,8 ,14,6,0
6767,6 ,9 ,7 ,22,3,0
6768,6 ,1 ,5 ,12,5,0
6769,7 ,8 ,0 ,15,8,0
6770,1 ,2 ,5 ,8,4,0
6771,8 ,1 ,5 ,14,7,0
6772,7 ,9 ,9 ,25,2,1
6773,4 ,0 ,1 ,5,4,0
6774,9 ,4 ,9 ,22,5,1
6775,1 ,3 ,1 ,5,2,1
6776,0 ,3 ,0 ,3,3,1
6777,2 ,8 ,0 ,10,8,0
6778,2 ,6 ,4 ,12,4,0
6779,4 ,7 ,2 ,13,5,0
6780,3 ,8 ,1 ,12,7,0
6781,1 ,5 ,0 ,6,5,0
6782,6 ,9 ,4 ,19,5,0
6783,0 ,1 ,9 ,10,9,0
6784,0 ,7 ,2 ,9,7,0
6785,8 ,5 ,2 ,15,6,0
6786,7 ,9 ,6 ,22,3,0
6787,0 ,2 ,1 ,3,2,0
6788,0 ,1 ,1 ,2,1,1
6789,0 ,7 ,0 ,7,7,1
6790,6 ,8 ,5 ,19,3,0
6791,7 ,4 ,6 ,17,3,0
6792,7 ,2 ,9 ,18,7,0
6793,3 ,6 ,1 ,10,5,0
6794,0 ,6 ,1 ,7,6,0
6795,9 ,3 ,6 ,18,6,0
6796,3 ,2 ,3 ,8,1,1
6797,4 ,5 ,4 ,13,1,1
6798,7 ,9 ,1 ,17,8,0
6799,6 ,8 ,3 ,17,5,0
6800,4 ,0 ,0 ,4,4,1
6801,7 ,4 ,7 ,18,3,1
6802,1 ,9 ,3 ,13,8,0
6803,9 ,6 ,0 ,15,9,0
6804,3 ,2 ,9 ,14,7,0
6805,8 ,6 ,9 ,23,3,0
6806,4 ,3 ,7 ,14,4,0
6807,2 ,4 ,5 ,11,3,0
6808,9 ,8 ,5 ,22,4,0
6809,5 ,6 ,5 ,16,1,1
6810,7 ,8 ,4 ,19,4,0
6811,5 ,8 ,1 ,14,7,0
6812,8 ,5 ,7 ,20,3,0
6813,3 ,0 ,5 ,8,5,0
6814,1 ,3 ,0 ,4,3,0
6815,8 ,1 ,1 ,10,7,1
6816,4 ,9 ,1 ,14,8,0
6817,8 ,0 ,5 ,13,8,0
6818,7 ,6 ,1 ,14,6,0
6819,6 ,0 ,8 ,14,8,0
6820,6 ,5 ,8 ,19,3,0
6821,7 ,7 ,2 ,16,5,1
6822,3 ,7 ,6 ,16,4,0
6823,9 ,1 ,4 ,14,8,0
6824,4 ,0 ,0 ,4,4,1
6825,6 ,7 ,8 ,21,2,0
6826,2 ,3 ,7 ,12,5,0
6827,7 ,5 ,7 ,19,2,1
6828,9 ,5 ,4 ,18,5,0
6829,8 ,5 ,3 ,16,5,0
6830,0 ,7 ,9 ,16,9,0
6831,1 ,6 ,7 ,14,6,0
6832,1 ,2 ,8 ,11,7,0
6833,3 ,4 ,0 ,7,4,0
6834,0 ,6 ,7 ,13,7,0
6835,1 ,3 ,1 ,5,2,1
6836,7 ,6 ,6 ,19,1,1
6837,2 ,3 ,5 ,10,3,0
6838,4 ,3 ,2 ,9,2,0
6839,9 ,0 ,2 ,11,9,0
6840,1 ,4 ,4 ,9,3,1
6841,3 ,8 ,3 ,14,5,1
6842,1 ,3 ,7 ,11,6,0
6843,0 ,4 ,5 ,9,5,0
6844,7 ,0 ,5 ,12,7,0
6845,3 ,3 ,3 ,9,0,1
6846,6 ,9 ,9 ,24,3,1
6847,9 ,8 ,9 ,26,1,1
6848,2 ,4 ,4 ,10,2,1
6849,1 ,6 ,8 ,15,7,0
6850,0 ,1 ,4 ,5,4,0
6851,0 ,9 ,8 ,17,9,0
6852,8 ,7 ,7 ,22,1,1
6853,1 ,4 ,5 ,10,4,0
6854,0 ,1 ,9 ,10,9,0
6855,5 ,1 ,2 ,8,4,0
6856,3 ,8 ,5 ,16,5,0
6857,5 ,8 ,9 ,22,4,0
6858,8 ,7 ,2 ,17,6,0
6859,7 ,8 ,2 ,17,6,0
6860,0 ,5 ,3 ,8,5,0
6861,1 ,8 ,3 ,12,7,0
6862,3 ,1 ,2 ,6,2,0
6863,2 ,7 ,1 ,10,6,0
6864,3 ,4 ,9 ,16,6,0
6865,0 ,1 ,2 ,3,2,0
6866,5 ,7 ,7 ,19,2,1
6867,2 ,3 ,1 ,6,2,0
6868,1 ,6 ,1 ,8,5,1
6869,0 ,7 ,9 ,16,9,0
6870,5 ,5 ,0 ,10,5,1
6871,8 ,5 ,9 ,22,4,0
6872,4 ,5 ,0 ,9,5,0
6873,8 ,0 ,1 ,9,8,0
6874,4 ,0 ,1 ,5,4,0
6875,7 ,4 ,8 ,19,4,0
6876,4 ,0 ,7 ,11,7,0
6877,9 ,4 ,2 ,15,7,0
6878,6 ,4 ,1 ,11,5,0
6879,6 ,0 ,6 ,12,6,1
6880,1 ,7 ,3 ,11,6,0
6881,8 ,1 ,6 ,15,7,0
6882,1 ,9 ,8 ,18,8,0
6883,0 ,5 ,5 ,10,5,1
6884,6 ,8 ,8 ,22,2,1
6885,1 ,6 ,0 ,7,6,0
6886,4 ,5 ,6 ,15,2,0
6887,0 ,8 ,1 ,9,8,0
6888,8 ,8 ,8 ,24,0,1
6889,0 ,7 ,0 ,7,7,1
6890,9 ,5 ,4 ,18,5,0
6891,8 ,0 ,0 ,8,8,1
6892,3 ,9 ,5 ,17,6,0
6893,0 ,7 ,0 ,7,7,1
6894,9 ,6 ,7 ,22,3,0
6895,2 ,3 ,2 ,7,1,1
6896,2 ,5 ,8 ,15,6,0
6897,1 ,7 ,6 ,14,6,0
6898,8 ,5 ,8 ,21,3,1
6899,1 ,9 ,8 ,18,8,0
6900,9 ,4 ,5 ,18,5,0
6901,9 ,7 ,2 ,18,7,0
6902,8 ,6 ,2 ,16,6,0
6903,1 ,6 ,1 ,8,5,1
6904,7 ,1 ,2 ,10,6,0
6905,4 ,1 ,1 ,6,3,1
6906,0 ,4 ,3 ,7,4,0
6907,0 ,8 ,9 ,17,9,0
6908,4 ,3 ,3 ,10,1,1
6909,8 ,0 ,7 ,15,8,0
6910,3 ,0 ,7 ,10,7,0
6911,7 ,2 ,3 ,12,5,0
6912,8 ,9 ,5 ,22,4,0
6913,2 ,9 ,9 ,20,7,1
6914,8 ,8 ,7 ,23,1,1
6915,6 ,6 ,5 ,17,1,1
6916,1 ,2 ,5 ,8,4,0
6917,8 ,3 ,7 ,18,5,0
6918,8 ,7 ,3 ,18,5,0
6919,1 ,2 ,6 ,9,5,0
6920,6 ,4 ,5 ,15,2,0
6921,0 ,4 ,2 ,6,4,0
6922,1 ,8 ,4 ,13,7,0
6923,3 ,6 ,6 ,15,3,1
6924,2 ,7 ,6 ,15,5,0
6925,0 ,2 ,3 ,5,3,0
6926,6 ,7 ,6 ,19,1,1
6927,1 ,3 ,2 ,6,2,0
6928,2 ,1 ,3 ,6,2,0
6929,6 ,9 ,3 ,18,6,0
6930,7 ,1 ,6 ,14,6,0
6931,9 ,9 ,4 ,22,5,1
6932,1 ,4 ,4 ,9,3,1
6933,3 ,7 ,1 ,11,6,0
6934,4 ,7 ,2 ,13,5,0
6935,5 ,4 ,6 ,15,2,0
6936,4 ,9 ,7 ,20,5,0
6937,9 ,3 ,8 ,20,6,0
6938,2 ,7 ,1 ,10,6,0
6939,7 ,4 ,0 ,11,7,0
6940,4 ,5 ,0 ,9,5,0
6941,3 ,8 ,0 ,11,8,0
6942,0 ,3 ,6 ,9,6,0
6943,8 ,7 ,1 ,16,7,0
6944,6 ,4 ,7 ,17,3,0
6945,0 ,6 ,6 ,12,6,1
6946,4 ,4 ,7 ,15,3,1
6947,7 ,5 ,2 ,14,5,0
6948,4 ,0 ,7 ,11,7,0
6949,0 ,5 ,3 ,8,5,0
6950,1 ,2 ,1 ,4,1,1
6951,1 ,3 ,1 ,5,2,1
6952,2 ,5 ,8 ,15,6,0
6953,8 ,7 ,2 ,17,6,0
6954,6 ,0 ,1 ,7,6,0
6955,9 ,2 ,0 ,11,9,0
6956,9 ,4 ,5 ,18,5,0
6957,8 ,1 ,3 ,12,7,0
6958,4 ,5 ,2 ,11,3,0
6959,1 ,4 ,4 ,9,3,1
6960,2 ,8 ,3 ,13,6,0
6961,3 ,9 ,6 ,18,6,0
6962,7 ,9 ,7 ,23,2,1
6963,2 ,7 ,6 ,15,5,0
6964,2 ,5 ,8 ,15,6,0
6965,9 ,5 ,0 ,14,9,0
6966,1 ,4 ,4 ,9,3,1
6967,1 ,8 ,9 ,18,8,0
6968,7 ,6 ,5 ,18,2,0
6969,2 ,1 ,6 ,9,5,0
6970,7 ,3 ,0 ,10,7,0
6971,9 ,2 ,1 ,12,8,0
6972,0 ,2 ,3 ,5,3,0
6973,9 ,2 ,9 ,20,7,1
6974,3 ,7 ,2 ,12,5,0
6975,1 ,8 ,4 ,13,7,0
6976,0 ,1 ,0 ,1,1,1
6977,4 ,9 ,8 ,21,5,0
6978,4 ,8 ,6 ,18,4,0
6979,4 ,9 ,0 ,13,9,0
6980,0 ,4 ,5 ,9,5,0
6981,7 ,0 ,8 ,15,8,0
6982,7 ,6 ,4 ,17,3,0
6983,0 ,2 ,6 ,8,6,0
6984,4 ,3 ,7 ,14,4,0
6985,9 ,0 ,4 ,13,9,0
6986,5 ,6 ,1 ,12,5,0
6987,2 ,5 ,4 ,11,3,0
6988,6 ,8 ,6 ,20,2,1
6989,7 ,2 ,4 ,13,5,0
6990,1 ,9 ,4 ,14,8,0
6991,9 ,3 ,0 ,12,9,0
